Sentence_ID,Original,Congruency,Choice,Translate,Update
S021,This is the second car in the train.,A-C,changed,Toto je druhé auto ve vlaku.,Toto je druhý vůz ve vlaku.
S032,A person in her blue ski suit is racing two girls on skis.,U-X,same,Osoba v modrém lyžařském oblečení závodí se dvěma holkama na lyžích.,Osoba v modrém lyžařském oblečení závodí se dvěma holkama na lyžích.
S038,A group of military people is running towards a school bus.,U-I,same,Skupina vojáků běží naproti školnímu autobusu.,Skupina vojáků běží naproti školnímu autobusu.
S040,A motorcycle racer on a track is leaning into a curve.,U-N,changed,Motocyklový závodník má smyk.,Motocyklový závodník vjíždí do zatáčky.
S187,A man leans back and gets ready to fall during part of the game.,U-C,changed,Muž se připravuje na pád během hry.,Muž se zaklání a připravuje se na pád během části hry.
S079,A man falls while trying to catch a wave surfing.,A-I,same,"Muž padá, zatímco se snaží chytit vlnu během surfování.","Muž padá, zatímco se snaží chytit vlnu během surfování."
S036,Eight movers are helping someone move into their new home.,U-C,same,Osm stěhováků někomu pomáhá se přestěhovat do jejich nového domova.,Osm stěhováků někomu pomáhá se přestěhovat do jejich nového domova.
S186,Water passing under a bridge that cars are driving on top of.,A-C,same,"Voda teče pod mostem, na kterém jezdí auta.","Voda teče pod mostem, na kterém jezdí auta."
S039,A surfer is catching a wave on the ocean.,A-N,same,Surfař chytá vlnu na oceánu.,Surfař chytá vlnu na oceánu.
S042,A picture of a recently married couple is displayed behind glass.,U-C,changed,Obrázek nedávno sezdaného páru je za sklem.,Obrázek nedávno sezdaného páru je zobrazován za sklem.
S188,A small boy reaches up into the kitchen sink.,U-I,same,Malý chlapec se natahuje ke kuchyňskému dřezu.,Malý chlapec se natahuje ke kuchyňskému dřezu.
S024,There is a plate that has food sitting on a table.,U-I,changed,"Tady je talíř, který má jídlo na stole.",Na stole je talíř s jídlem.
S033,A girl in a dress is leaning back on a cow wearing a straw hat.,A-N,not indicated,Dívka v šatech se zaklání na krávě a má klobouk.,Dívka v šatech se zaklání na klá- krávě a má u toho na sebe klobouk.
S031,A person in a blue ski suit is racing two girls on skis.,A-X,same,Osoba v modrém lyžařském oblečení závodí se dvěma slečnami na lyžích.,Osoba v modrém lyžařském oblečení závodí se dvěma slečnami na lyžích.
S028,A couple of wood signs are pointing in different directions.,U-C,same,Několik dřevěných směrovek ukazuje na různé směry.,Několik dřevěných ukazatelů ukazuje na různé směry.
S185,Cars line up to coin meters on at a busy sidewalk.,U-N,changed,Auta se řadí k platebním automatům na vytížené ulici.,Auta se řadí k parkovacím automatům na vytížené ulici.
S189,Danny left the chair with a blue telescope.,A-N,same,Dany opustil židli s modrým teleskopem.,Dany opustil židli s modrým teleskopem.
S029,A jogging couple is resting on benches at the pier across the city view.,A-I,not indicated,Běžící pár odpočívá na lavičkách v parku u města.,Běžící pár odpočívá na lavičkách v parku u města.
S037,Person airborne over a skateboard as the sun is setting.,A-I,same,"Osoba dělá trik na skateboardu, během toho, kdy slunce zapadá.","Osoba dělá trik na skateboardu, zatímco slunce zapadá."
S027,There is a bar with neon lights behind the bottles.,A-C,same,"Tady je bar, který má neonová světla za lahvemi.","Tady je bar, který má neonová světla za lahvemi."
S041,A hand is holding a hotdog with ketchup mustard and onions wrapped in foil.,A-C,same,"Ruka drží párek v rohlíku s kečupem, hořčicí a cibulemi zabalený ve fólii.","Ruka drží párek v rohlíku s kečupem, hořčicí a cibulemi zabalený ve fólii."
S183,A man is reading a book while another is holding a dog.,U-I,same,"Muž si čte knížku, zatímco jiný muž drží psa.","Muž si čte knížku, zatímco jiný muž drží psa."
S035,A metal artwork displays a clock in the middle of a floor.,A-C,changed,Kovový kus umění zobrazuje hodiny uprostřed podlahy.,Kovové umělecké dílo zobrazuje hodiny ve středu podlahy.
S022,This is some type of a fair.,U-C,same,Tohle je celkem férové.,Tohle je celkem férové.
S025,A group of police officers is standing in front of a parade.,A-N,changed,Skupina policistů stojí před prohlídkou.,Skupina policistů stojí před pochodem.
S030,The traffic lights stand out a lot.,U-I,same,Semafory jsou velmi výrazné.,Semafory jsou velmi výrazné.
S184,There is a stand with information.,A-N,same,Je tady tabule s informacemi.,Je tady tabule s informacemi.
S026,A woman is pointing a Wii remote right at the camera.,U-N,same,Žena ukazuje Wii ovladačem přímo do kamery.,Žena míří Wii ovladačem přímo do kamery.
S190,A young boy in the bed is reading a book to his little sibling.,U-N,changed,Mladý chlapec v posteli čte knihu svému sourozenci.,Mladý chlapec v posteli čte knihu svému mladšímu sourozenci.
S034,Some friends are hand shaking in the baseball stadium.,U-N,same,Nějací přátelé si na baseballovém stadionu potřásají rukama.,Nějací přátelé si na baseballovém stadionu potřásají rukama.
S182,There is a press box on the tennis court.,A-I,not indicated,Je tady novinářské stanoviště na tenisovém kurtu.,Je tady novinářské stanoviště na tenisovém kurtu.
S023,A man in a colorful umbrella hat holds an orange.,A-I,not indicated,Muž v barevném klobouku drží pomeranč.,Muž v barevném klobouku drží pomeranč.
