Sentence_ID,Original,Congruency,Choice,Translate,Update
S108,A woman is pointing at the camera while lying down.,U-I,same,"Žena ukazuje na kameru, když leží.",<no translation recorded>
S105,A boy and a girl at a table are drawing with oil pastels.,A-C,same,Kluk a holka u stolu kreslí s olejovými pastelkami.,Kluk a holka u stolu kreslí s olejovými pastelkami.
S109,Cars are driving by a gas station with a big sign.,A-N,same,Auta projíždí kolem pumpy s velkou značkou.,Auta projíždí kolem pumpy s velkou značkou.
S102,A small boy is leaning over a fence to see several lambs.,U-I,same,"Malý kluk se naklání přes plot, aby viděl pár jehňátek.","Malý kluk se naklání přes plot, aby viděl pár jehňátek."
S099,There is a plate of food that includes a salad and a pastry with fruit and cream.,A-C,same,"Je tady talíř jídla, na kterém je salát a občerstvení s ovocem a krémem.","Je tady talíř s jídlem, který obsahuje a salát a zákusek s ovocem a krémem."
S119,A cop leads the way for other people on motorcycles.,A-I,same,Policajt ukazuje cestu pro ostatním lidem na motorkách.,Policajt ukazuje cestu ostatním lidem na motorkách.
S111,There is a man covering his eyes from sun on a motorcycle.,A-C,same,"Je tady muž, který si zakrývá oči před sluncem na motorce.","Je tady muž, který si zakrývá své oči před sluncem na motorce."
S098,A shop displays different color parasols on a wall.,U-N,same,Obchod ukazuje různě barevné závěsy na stěně.,Obchod ukazuje různě barevné závěsy na stěně.
S112,A city bus is driving down a crowded city street.,U-C,same,Městský autobus jede dolů zaplněnou městskou ulicí.,Městský autobus jede dolů naplněnou městskou ulicí.
S093,A tennis player runs in order to hit the ball.,A-C,same,Tenisový hráč běží aby trefil míček.,Tenisový hráč běží aby trefil míček.
S032,A person in her blue ski suit is racing two girls on skis.,U-X,same,Osoba v jejím modrém oblečení na lyžování závodí se dvěma holkama na lyžích.,Osoba v jejím modrém oblečení na lyže závodí se dvěmi holkami na lyžích.
S115,A horse reaching over a fence is eating wild grass.,A-N,same,Kůň natahující se přes plot jí divokou trávu.,Kůň natahující se přes plot jí divokou trávu.
S097,A person is pouring cake batter into a pan with a utensil.,A-N,same,Osoba nalévá koláčové těsto do pánve s utencilem.,Osoba nalévá koláčové těsto do pánve s utencilem.
S113,Two men on surfboards catch a breaking wave.,A-I,same,Dva muži na surfech chytli lámající se vlnu.,Dva muži na surfech chytli lámající se vlnu.
S121,A man is covering his eyes next to cases of bananas.,A-N,same,Muž si zakrývá oči vedle obalu od banánů.,Muž si zakrývá své oči vedle obalů od banánů.
S100,A woman points a hair drier like it is a gun.,U-C,same,Žena namíří sušič vlasů jako kdyby to byla zbraň.,Žena namíří fén jako kdyby to byla zbraň.
S120,An elephant is sticking its trunk through a fence.,U-I,same,Slon prostrkuje svůj chobot skrze plot.,Slon prostrkuje svůj chobot skrze plot.
S096,A girl and a woman are sharing an appetizer on the outdoor patio of a beachside restaurant.,U-I,same,Holka a žena sdílejí předkrm na venkovní terase plážové restaurace.,Holka a žena sdílejí předkrm na venkovní terase plážové restaurace.
S114,There is a chain linked fence behind players.,U-I,same,Je tu řetězový plot za hráči.,Je tu řetězový plot za hráči.
S122,Some of the Catholic School children are lined up in single file in front of the microphone.,U-N,same,Některé děti z katolické školy jsou seřazené v jedné řadě před mikrofonem.,Některé děti z katolické školy jsou seřazené v jedné lajně před mikrofonem.
S095,Danny left Andrei he held a telescope.,A-I,same,"Dan opustil Andreje, držel teleskop.","Dan opustil Andreje, držel teleskop."
S107,A cameraperson is pointing a camera and mic at a speaker.,A-I,same,Kameraman míří kameru a mikrofon na přednášitele.,Kameraman míří kameru a mikrofon na přednášitele.
S118,A man is putting food on his plate and a woman is pouring wine.,U-C,same,Muž si dává na talíř jídlo a žena si nalévá víno.,Muž si dává na talíř jídlo a žena si leje víno.
S116,This is a silver and black French press coffee pot.,U-N,same,Toto je stříbrný a černý francouzský tiskový kávový hrníček.,Toto je stříbrný a černý francouzský tiskový kávový hrníček.
S031,A person in a blue ski suit is racing two girls on skis.,A-X,same,Osoba v modrém lyžařském oblečku závodí se dvěmi holkami na lyžích.,Osoba v modrým lyžařským oblečení závodí se dvěma holkama na lyžích.
S117,Many candles are placed on a table in front of a painting.,A-C,same,Mnoho svíček je položeno na stole před obrazem.,Mnoho svíček je položeno na stole před obrazem.
S104,A woman has her picture taken as if she is opening the door to a cabin that has bears outside it.,U-N,same,"Žena má její obraz nakreslen jako kdyby otevírala dveře do kabiny, která má Nedvědy venku.","Žena má nakreslený svůj obraz jako kdyby otevírala dveře do kabiny, která má Nedvědy venku."
S106,A fire hydrant has been painted like an american flag.,U-C,same,Hydrant je namalovaný jako americká vlajka.,Hydrant je namalovaný jako americká vlajka.
S103,The door of a second bus is open.,A-N,same,Dveře druhého autobusu jsou otevřené.,Dveře druhého autobusu jsou otevřené.
S094,A street light has broken in half on someone s lawn.,U-C,changed,Lampa byla rozbitá na půl na něčím pozemku.,Semafor byl zlomený v půlce na něčím pozemku.
S101,Two cars are driving down a street next to a green bus.,A-I,same,Dvě auta jedou ulicí vedle zeleného autobusu.,Dvě auta jedou ulicí vedle zeleného autobusu.
S110,A person is looking down at his own shoes and the top of a dog s head.,U-N,same,Osoba se kouká dolů na vlastní boty a vršek hlavy psa.,Osoba se kouká dolů na svoje vlastní boty a na vršek hlavy psa.
