Sentence_ID,Original,Congruency,Choice,Translate,Update
S043,A man is moving an oven using a dolly.,A-N,same,Muž stěhuje troubu a používá přitom panenku.,Muž stěhuje troubu a používá přitom panenku.
S050,There is a banana on the stand.,U-N,same,Na stanu je banán.,Na stanu je banán.
S051,There is a public transit bus on a city street covered in snow.,A-C,changed,Na ulici ve městě je veřejný autobus pokrytý sněhem.,Na zasněžené městské ulici je autobus veřejné dopravy.
S045,There is a clock on a building with people painted around it.,A-C,same,Na budově jsou hodiny a kolem jsou nakreslení lidé.,Na budově jsou hodiny a kolem jsou nakreslení lidé.
S056,A boat is pulling a water boarder along on a lake.,U-N,same,Loď za sebou táhne vodní skútr na jezeře.,Loď za sebou táhne vodní skútr na jezeře.
S049,There is a couple of people with bags standing on a escalator.,A-N,same,Na jezdících schodech stojí několik lidí se zavazadly.,Na jezdících schodech stojí několik lidí se zavazadly.
S080,A man is blowing into a plastic ball.,U-C,changed,Muž fouká do plastového míčku.,Muž nafukuje plastový míč.
S078,A man is driving a boat along the river.,U-N,same,Muž řídí loď na řece.,Muž řídí loď na řece.
S047,This is a wooden bowl of bananas that someone has drawn faces on.,A-I,same,Toto je dřevěná miska s banány na kterou někdo nakreslil obličeje.,Toto je dřevěná miska s banány na kterou někdo nakreslil obličeje.
S046,A small compact car is driving past a furniture store.,U-C,same,Malé městské auto míjí obchod s nábytkem.,Malé městské auto míjí obchod s nábytkem.
S060,People are reaching into a broccoli garden and picking broccoli.,U-I,same,Lidé přicházejí do brokolicové zahrady a sbírají brokolici.,Lidé přicházejí do brokolicové zahrady a sbírají brokolici.
S055,A man is paddle boarding on a city river.,A-N,same,Muž jede na paddleboardu na řece ve městě.,Muž jede na paddleboardu na řece ve městě.
S074,People are putting candles on a cake that is sitting on a plate.,U-C,same,"Lidé dávají svíčky na dort, který je položený na talíři.","Lidé dávají svíčky na dort, který je položený na talíři."
S044,A very attractive young woman is turning on the water in the shower.,U-N,same,Velmi přitažlivá mladá žena se otáčí ve sprše.,Velmi přitažlivá mladá žena se otáčí ve sprše.
S081,Danny looked at Andrei putting down a green chair.,A-I,same,"Dany se podíval na Andreje, který dával dolů zelenou židli.","Dany se díval na Andreje, který dával dolů zelenou židli."
S059,A person is putting dough into an oven with a spatula.,A-I,same,Člověk dává těsto do trouby za pomoci stěrky.,Člověk dává těsto do trouby za pomoci vařečky.
S073,This man is putting coins in a meter.,A-C,changed,Tento muž dává mince do metru.,Tento muž dává mince do parkovacích hodin.
S053,A man gestures over a microwave as he leans on a chair.,A-I,same,Muž sedí na židli a (gestikuluje) gestikuluje přes mikrovlnku.,Muž sedí na židli a gestikuluje přes mikrovlnku.
S032,A person in her blue ski suit is racing two girls on skis.,U-X,same,Žena v nebesky modrém obleku závodí s dvěma dívkami na lyžích.,Žena v nebesky bílém obleku závodí s dvěma dívkami na lyžích.
S057,Several people in soccer uniforms running around with people and stands on the sidelines.,A-C,changed,Několik lidí v úboru na fotbal běhá s okolo lidí a stánků na stranách.,Několik lidí ve fotbalových uniformách běhá a kolem jsou lidé a stánky.
S076,A snow skier is putting on skis in the snow near a building.,U-I,same,Lyžař si nasazuje lyže ve sněhu kousek od budovy.,Lyžař si nasazuje lyže ve sněhu kousek od budovy.
S054,An old lady wrapped in a blanket is eating food.,U-I,same,Stará žena zabalená v pokrývce jí jídlo.,Stará žena zabalená v přikrývce jí jídlo.
S052,This is the second highest rail of the jump.,U-C,changed,Toto je druhá nejvyšší železnice tohoto skoku.,Toto je druhá nejvyšší překážka tohoto závodu.
S077,There are three different cellphone models.,A-N,same,Existují tři různé modely tohoto telefonu.,Existují tři různé modely tohoto telefonu.
S075,A young man stands pointing in the picture.,A-I,same,Mladý muž stojí a ukazuje na obrázek.,Mladý muž stojí a ukazuje na obrázek.
S061,A couple of women are walking down a street under a pink umbrella.,A-N,same,Dvě ženy jdou po ulici pod růžovým deštníkem.,Dvě ženy jdou po ulici pod růžovým deštníkem.
S048,A bunch of buses are driving along a road with cars.,U-I,same,Několik autobusů jede po ulici spolu s auty.,Několik autobusů jede po ulici spolu s auty.
S031,A person in a blue ski suit is racing two girls on skis.,A-X,same,Člověk v nebesky modrém úboru závodí s dvěma dívkami na lyžích.,Člověk v nebesky modrém úboru závodí s dvěma dívkami na lyžích.
S082,A bus waits for a person to board it on the street.,U-I,same,Autobus čeká na ulici až do něho člověk nastoupí.,"Člověk, autobus čeká na ulici až do něho člověk nastoupí."
S058,A helmeted man is mounting his well maintained motor cycle.,U-C,same,Muž s přilbou nasedá na svou dobře udržovanou motorku.,Muž s helmou nasedá na svou dobře udržovanou motorku.
S079,A man falls while trying to catch a wave surfing.,A-C,same,Muž padá zatímco se snaží chytit vlnu při surfování.,Muž padá zatímco se snaží chytit vlnu při surfování.
S062,Two uniformed people are serving food to guests.,U-N,same,Dva lidé v uniformách servírují jídlo hostům.,Dva lidé v uniformách servírují jídlo hostům.
