Sentence_ID,Original,Congruency,Choice,Translate,Update
S032,A person in her blue ski suit is racing two girls on skis.,U-X,changed,Člověk v jeho modrém obleku honí dvě dívky.,Žena v modrém kostýmu ho- honí dvě dívky na lyžích.
S098,A shop displays different color parasols on a wall.,U-N,same,Obchod nabízí různé druhy barev na stěně.,Obchod nabízí různé barvy na stěně.
S111,There is a man covering his eyes from sun on a motorcycle.,A-C,same,"Tady je muž, který si schovává oči proti slunci na motorce.","Tady je muž, který si schovává oči proti slunci na motorce."
S106,A fire hydrant has been painted like an american flag.,U-C,same,Požární hydrant byl namalován jako americká vlajka.,Požární hydrant byl namalován jako americká vlajka.
S104,A woman has her picture taken as if she is opening the door to a cabin that has bears outside it.,U-N,same,"Žena má svůj obrázek, jak otevírá dveře z kabiny, které vedou ven.","Žena má obrázek, jak otevírá dveře z kabiny, které vedou ven."
S103,The door of a second bus is open.,A-N,same,Dveře druhého autobusu jsou otevřené.,Dveře druhého autobusu jsou otevřené.
S116,This is a silver and black French press coffee pot.,U-N,same,Toto je stříbrný a černý francouzský šálek na kávu.,Toto je stříbrný a černý francouzský šálek na kafe.
S102,A small boy is leaning over a fence to see several lambs.,U-I,same,"Malý kluk se natahuje přes zábradlí, aby viděl několik druhů hovězího dobytka.","Malý kluk se natahuje přes zábradlí, aby viděl několik druhů hovězího dobytka."
S095,Danny left Andrei he held a telescope.,A-I,same,"(Dany) opustil Andreje, on drží teleskop.","(Deny) opustil Andreje, on drží teleskop."
S109,Cars are driving by a gas station with a big sign.,A-N,same,Auta řídí k benzinové stanici s velkým nápisem.,Auta řídí k benzinové zastávce s velkým nápisem.
S113,Two men on surfboards catch a breaking wave.,A-I,same,Dva muži na surfu chytili velkou vlnu.,Dva muži na surfu chytili velkou vlnu.
S099,There is a plate of food that includes a salad and a pastry with fruit and cream.,A-C,same,"Tady je talíř jídla, který obsahuje salát a mísu s ovocem a šlehačkou.","Tady je talíř, který obsahuje salát a rohlík s ovocem a šlehačkou."
S119,A cop leads the way for other people on motorcycles.,A-I,same,Někdo vede cestu pro další lidi na motorce.,Někdo vede cestu pro další lidi na motorce.
S093,A tennis player runs in order to hit the ball.,A-C,changed,Tenisový hráč zrovna chce odpálit míček.,Tenisový hráč se chystá udeřit do míčku.
S114,There is a chain linked fence behind players.,U-I,changed,Tady je linkovaný nápis za hráči.,Tady je pruhované zábradlí za hráči.
S112,A city bus is driving down a crowded city street.,U-C,same,Městský autobus jede dolů do křivé městské ulice.,Městský autobus jede dolů do křivé městské ulice.
S115,A horse reaching over a fence is eating wild grass.,A-N,same,Kůň natahující se přes zábradlí jí divokou trávu.,Kůň natahující se přes zábradlí jí divokou trávu.
S110,A person is looking down at his own shoes and the top of a dog s head.,U-N,same,Člověk se dívá dolů na jeho vlastní boty a na hlavu psí hlavy.,<no translation recorded>
S031,A person in a blue ski suit is racing two girls on skis.,A-X,changed,Postava v modré lyžařské uniformě dohání dvě dívky na lyžích.,<no translation recorded>
S120,An elephant is sticking its trunk through a fence.,U-I,same,Slon natahuje svůj chobot skrze zábradlí.,Slon natahuje svůj chobot skrze zábradlí.
S121,A man is covering his eyes next to cases of bananas.,A-N,same,Muž si zakrývá oči vedle přepravek s banány.,Muž si zakrývá oči vedle přepravek s banány.
S117,Many candles are placed on a table in front of a painting.,A-C,same,Hodně svíček je umístěno na stole před malbami.,Hodně svíček je umístěno na stole před malbami.
S094,A street light has broken in half on someone s lawn.,U-C,changed,Uliční osvětlení je zničeno něčí vinou.,S- pouliční osvětlení je zničeno na něčím pozemku.
S101,Two cars are driving down a street next to a green bus.,A-I,same,Dvě auta jedou dolů po ulici vedle zeleného autobusu.,Dvě auta jedou dolů po ulici vedle zeleného autobusu.
S097,A person is pouring cake batter into a pan with a utensil.,A-N,same,Osoba jí dort v chlebu s něčím.,Osoba jí dort v chlebu s něčím.
S105,A boy and a girl at a table are drawing with oil pastels.,A-C,same,Chlapec a dívka u stolu si kreslí s pastelkami.,Chlapec a dívka u stolu si kreslí s pastelkami.
S108,A woman is pointing at the camera while lying down.,U-I,same,"Žena ukazuje na kameru, zatímco padá dolů.","Žena ukazuje na kameru, zatímco padá dolů."
S107,A cameraperson is pointing a camera and mic at a speaker.,A-I,same,"Kameraman ukazuje kameru a mikrofon tomu, kdo má mluvit.","Kameraman ukazuje kameru a mikrofon tomu, kdo má mluvit."
S118,A man is putting food on his plate and a woman is pouring wine.,U-C,same,Muž si dává jídlo na jeho talíř a žena si nalévá víno.,Muž si dává jídlo na svůj talíř a žena si nalévá víno.
S100,A woman points a hair drier like it is a gun.,U-C,changed,"Žena ukazuje na své na svůj fén, jakoby to byla zbraň.","Žena ukazuje svým fénem, jakoby to byla zbraň."
S096,A girl and a woman are sharing an appetizer on the outdoor patio of a beachside restaurant.,U-I,same,Dívka a žena sdílí svou chuť k venkovní zahrádce restaurace.,Dívka a žena sdílí svoji svoji chuť k venkovní restauraci.
S122,Some of the Catholic School children are lined up in single file in front of the microphone.,U-N,same,"Některé děti, které chodí do katolické školy, jsou trochu nervózní přeem mikrofonem.","Některé děti, které chodí do katolické školy, jsou nervózní před mikrofon."
