Sentence_ID,Original,Congruency,Choice,Translate,Update
S112,A city bus is driving down a crowded city street.,U-I,same,"Autobus jede po ulici, která je plná lidí.","Autobus jede po ulici, která je plná lidí."
S120,An elephant is sticking its trunk through a fence.,U-N,same,Slon prostrkuje chobot plotem.,Slon prostrkuje chobot plotem.
S165,A man hit something that exploded with a bat.,A-N,same,"Muž do něčeho praštil, což vybuchlo s netopýrem.","Muž udeřil do něčeho, co vybuchlo s netopýrem."
S109,Cars are driving by a gas station with a big sign.,A-C,same,Auta přijíždějí k benzinové stanici s velkou cedulí.,Auta přijíždějí k benzinové stanici s velkou cedulí.
S111,There is a man covering his eyes from sun on a motorcycle.,A-I,changed,Motorkář si zakrývá oči před sluncem.,"Motorkář si zakrývá oči, aby mu do nich nesvítilo slunce."
S121,A man is covering his eyes next to cases of bananas.,A-C,changed,Muž si zakrývá oči vedle krabice s banány.,Muž vedle krabic s banány si zakrývá oči.
S164,A hotdog is wrapped up in some foil.,U-I,same,Párek v rohlíku je zabalený ve folii.,Párek v rohlíku je zabalený ve folii.
S118,A man is putting food on his plate and a woman is pouring wine.,U-I,changed,Muž si dává jídlo na talíř a žena nalévá víno.,Muž si dává jídlo na tácek a žena nalévá víno.
S163,The date is orange.,A-I,changed,Datum je oranžové.,Schůzka je pomeranč.
S108,A woman is pointing at the camera while lying down.,U-N,changed,"Žena se dívá na foťák, zatímco si lehá.","Žena se dívá na fotoaparát, když si lehá."
S103,The door of a second bus is open.,A-C,same,Dveře druhého autobusu jsou otevřené.,Dveře druhého autobusu jsou otevřené.
S107,A cameraperson is pointing a camera and mic at a speaker.,A-N,changed,Kameraman zaměřuje kameru a mikrofon k mluvčímu.,Kameraman zaměřuje kameru a mikrofon směrem k mluvčímu.
S038,A group of military people is running towards a school bus.,U-N,not indicated,<no translation recorded>,Skupina vojáků běží ke školnímu autobusu.
S122,Some of the Catholic School children are lined up in single file in front of the microphone.,U-C,changed,Některé děti z katolické školy stojí v řadě před mikrofonem.,Pár dětí z katolické školy za sebou stojí ve frontě před mikrofonem.
S117,Many candles are placed on a table in front of a painting.,A-I,same,Před obrazem je hodně svíček.,Před obrazem je hodně svíček.
S116,This is a silver and black French press coffee pot.,U-C,changed,Tady je stříbrný a černý hrnek k francozskému kávovaru.,Je tady stříbrno černý francouzský hrnek na kávovaru.
S031,A person in a blue ski suit is racing two girls on skis.,A-X,changed,Osoba v modrém lyžařském oblečení honí dvě děvčata na lyžích.,Lyžař v modrém lyžařském odvu závodí se dvěma děvčaty na lyžích.
S170,There is a man sitting on a cement block.,U-I,same,Muž sedí na betonovém patníku.,Muž sedí na betonovém patníku.
S113,Two men on surfboards catch a breaking wave.,A-N,changed,Dva surfaři chytají lámající se vlnu.,"Dva surfaři chytají vlnu, která se láme."
S167,Adult carrying a child in full gear including skiis at the bottom of a ski slope.,A-C,changed,Dospělý drží dítě v kompletní lyžařské výzbroji.,"Dospělák drží dítě, které má na nohou lyže."
S105,A boy and a girl at a table are drawing with oil pastels.,A-I,same,Chlapec a děvče si u stolu kreslí olejovými pastely.,Chlapec a děvče si u stolu kreslí olejovými pastely.
S171,There is a man holding roses next to a woman holding a cake.,A-N,same,"Muž, který drží růže, stojí vedle ženy, která drží dort.","Muž, který drží růže, stojí vedle ženy, která drží dort."
S032,A person in her blue ski suit is racing two girls on skis.,U-X,same,Lyžařka v modrém oblečení závodí se dvěmi dalšími lyžařkami.,Lyžařka v modrém oblečení závodí se dvěma dalšími lyžařkami.
S166,A man takes a selfie as he opens his new computer.,U-N,same,"Muž si pořizuje selfie, když otvírá svůj nový počítač.","Muž si pořizuje selfie, když otvírá svůj nový počítač."
S115,A horse reaching over a fence is eating wild grass.,A-C,changed,"Kůň, který přichází k plotu, spásá trávu.","Kůň, který se nahýbá přes plot, spásá trávu."
S114,There is a chain linked fence behind players.,U-N,changed,Mezi hráči je řetěz.,Hráči jsou od sebe odděleni řetězem.
S104,A woman has her picture taken as if she is opening the door to a cabin that has bears outside it.,U-C,changed,"Žena se vyfotila, jako kdyby otvírala dveře do chaty a venku byli medvědi.","Žena se nechala vyfotit tak, aby to vypadalo, že otvírá dveře do chatky, před kterou jsou medvědi."
S119,A cop leads the way for other people on motorcycles.,A-N,changed,Policista řídil policista vytvářel cestu pro ostatní lidi na motorkách.,Policista řídil cestu pro ostatní motorkáře.
S106,A fire hydrant has been painted like an american flag.,U-I,changed,Hydrant pomalovali jako americkou vlajku.,Na hydrantu je namalovaná americká vlajka.
S110,A person is looking down at his own shoes and the top of a dog s head.,U-C,changed,Osoba vzhlíží na své boty a psí hlavu.,Osoba se dívá na špičky svých bot a psí hlavu.
S169,There is a stand in the room.,A-I,same,V pokoji je sloup.,V pokoji je sloup.
S168,There are two foods and one drink set on the clear table.,U-C,changed,Na skleněném stole jsou dva chody jídel a jeden nápoj.,Na skleněném stole jsou dva talířky s jídlem a jeden nápoj.
