Sentence_ID,Original,Congruency,Choice,Translate,Update
S116,This is a silver and black French press coffee pot.,U-N,changed,Tohle je stříbrný a černý kafe.,Toto je stříbrný a černý francouzský porcelán na kafe.
S111,There is a man covering his eyes from sun on a motorcycle.,A-C,not indicated,"Tady je muž, který si zakrývá oči před sluncem na motorce.",Muž si zakrývá oči před sluncem na motorce.
S106,A fire hydrant has been painted like an american flag.,U-C,changed,Požární hydrant byl překreslen jako americká vlajka.,"Požární hydrant byl namalován jako anglická vlajka, pardon, americká vlajka."
S032,A person in her blue ski suit is racing two girls on skis.,U-X,changed,Osoba na modrých lyžích jezdí se dvěma dívkami na lyžích.,Osoba s modrými lyžemi závodí se dvěma ženami na lyžích.
S121,A man is covering his eyes next to cases of bananas.,A-N,changed,Muž si zakrývá své oči vedle boxu s banány.,Muž si zakrývá své oči vedle boxu s banány.
S094,A street light has broken in half on someone s lawn.,U-C,changed,Pouliční lampa je rozbitá v půlce od někoho.,Semafor je rozbitý v půli kvůli neštěstí.
S118,A man is putting food on his plate and a woman is pouring wine.,U-C,changed,Muž si bere jídlo na svůj talíř a žena nalívá víno.,Muž si nabírá jídlo na svůj talíř a žena si nalívá víno.
S099,There is a plate of food that includes a salad and a pastry with fruit and cream.,A-C,changed,Je tady talíř s jídlem což znamená salát s ovocem a zálivkou.,Je tady talíř s jídlem což znamená salát a palačinky s ovocem a šlehačkou.
S101,Two cars are driving down a street next to a green bus.,A-I,changed,2 auta řídí dolů po ulici vedle zeleného autobusu.,2 auta se řítí dolů ulicí vedle zeleného autobusu.
S098,A shop displays different color parasols on a wall.,U-N,same,Vitrína obchodu s různými barvami na zdi.,<no translation recorded>
S109,Cars are driving by a gas station with a big sign.,A-N,changed,Auta se řítí na benzínovou stanici s velkým signálem.,Auta jedou k benzínové pumpě s velkým znamením.
S113,Two men on surfboards catch a breaking wave.,A-I,not indicated,2 muži na surfech chytají vlnu.,<no translation recorded>
S107,A cameraperson is pointing a camera and mic at a speaker.,A-I,not indicated,Kameraman usazuje kameru a mikrofon.,Kameraman nastavuje kameru a mikrofon do sluchátka.
S104,A woman has her picture taken as if she is opening the door to a cabin that has bears outside it.,U-N,not indicated,Žena pořídila svůj obrázek a pokud otevře dveře do místnosti budou tam medvědi.,Žena pořídila obrázek když otevřela dveře chaty a venku byli medvědi.
S108,A woman is pointing at the camera while lying down.,U-I,not indicated,Žena nastavuje kameru zatímco padá.,Žena natáčí s kamerou zatímco padá.
S097,A person is pouring cake batter into a pan with a utensil.,A-N,not indicated,Postava nalívá mléko na pánvičku s něčím.,Osoba nalívá těsto na buchtu do pánvičky s měchačkou.
S120,An elephant is sticking its trunk through a fence.,U-I,not indicated,Slon se někde zaseknul poblíž.,Slon se zaseknul mezi procházkou.
S122,Some of the Catholic School children are lined up in single file in front of the microphone.,U-N,not indicated,Některé katolické děti jsou postaveny samy před mikrofon.,Některé školní katolické děti jsou postavené samy před mikrofony.
S114,There is a chain linked fence behind players.,U-I,not indicated,Jsou tady provazy schované za hráči.,Jsou tady spojené provazy za hráči.
S119,A cop leads the way for other people on motorcycles.,A-I,not indicated,Policisté uvolňují cestu pro ostatní lidi na motorkách.,Policisté uvolňují cestu pro další lidi na motorkách.
S115,A horse reaching over a fence is eating wild grass.,A-N,not indicated,Kůň hledá přes hrazení jídlo v divoké trávy.,Kůň hledá a něco jí s divokou trávou.
S093,A tennis player runs in order to hit the ball.,A-C,not indicated,Tenisový hráč utíká aby strefil míček.,Tenisový hráč utíká aby strefil míček.
S095,Danny left Andrei he held a telescope.,A-I,not indicated,"Denny opustil Andreje, držel teleskop.","Denny opustil Andreje, on držel teleskop."
S110,A person is looking down at his own shoes and the top of a dog s head.,U-N,not indicated,Osoba se dívá dolu na své vlastní boty z vršku svojí hlavy.,Osoba se dívá dolu na své vlastní boty a na špičku svojí hlavy.
S031,A person in a blue ski suit is racing two girls on skis.,A-X,not indicated,Osoba na modrých lyžích závodí se dvěma dívkami na lyžích.,Osoba na modrých lyžích závodí se dvěma dívkami na lyžích.
S105,A boy and a girl at a table are drawing with oil pastels.,A-C,not indicated,Chlapec a dívka u stolu kreslí s olejovkami.,Chlapec a dívka u stolu si kreslí vodovkami.
S117,Many candles are placed on a table in front of a painting.,A-C,not indicated,Hodně svíček je postaveno na stůl před malbu.,Hodně svíček stojí na stole před obrazem.
S112,A city bus is driving down a crowded city street.,U-C,not indicated,Městský autobus řídí dolu v přeplněnými městskými ulicemi.,Městský autobus jede dolu přeplněnými městskými ulicemi.
S102,A small boy is leaning over a fence to see several lambs.,U-I,not indicated,Malý chlapec se naklání skrz nebo přes hrazení aby viděl pár zvířat.,Malý chlapec se naklání přes hrazení aby viděl trochu nebo pár zvířat.
S100,A woman points a hair drier like it is a gun.,U-C,not indicated,Žena používá její vysoušeč vlasů jako kdyby to byla zbraň.,Žena používá fén jako nebo drží fén jako kdyby to byla zbraň.
S103,The door of a second bus is open.,A-N,not indicated,Dveře u druhého autobusu jsou otevřené.,Dveře druhého autobusu jsou otevřené.
S096,A girl and a woman are sharing an appetizer on the outdoor patio of a beachside restaurant.,U-I,not indicated,Dívka a žena sdílejí předkrm venku na zahrádce u restaurace na pláži.,Žena a dívka sdílejí předkrm venku u plážové restaurace.
