Sentence_ID,Original,Congruency,Choice,Translate,Update
S181,This is a white second hand on the clock.,U-I,same,Jedná se o bílou minutovou ručičku na hodinách.,Jedná se o bílou minutovou ručičku na hodinách.
S068,Two women and four men are playing with a white frisbee.,U-I,same,Dvě ženy a čtyři muži si hrají s bílým létajícím talířem.,Dvě ženy a čtyři muži si hrají s bílým létajícím talířem.
S173,A woman on skis is looking back to the person behind her.,U-C,same,"Žena na lyžích se ohlíží zpět na osobu, která je za ní.","Žena na lyžích se ohlíží zpět na osobu, která je za ní."
S178,There is a black TV stand with flat screen.,A-C,same,Je tu černý stojan na televizi s televizí s plochou obrazovkou.,Je tu černý stojan na televizi s plochou obrazovkou.
S073,This man is putting coins in a meter.,A-I,same,Muž vhazuje mince do parkovacího automatu.,Muž vhazuje mince do parkovacího automatu.
S172,A person is pushing a button on a television.,A-C,same,Osoba mačká tlačítko na televizoru.,Osoba mačká tlačítko na televizoru.
S070,There is snow on the trees at a cross country ski race.,U-N,same,Na závodu v běžeckém lyžování jsou stromy pokryty sněhem.,Na závodech v běžeckém lyžování jsou stromy pokryty sněhem.
S082,A bus waits for a person to board it on the street.,U-N,same,Autobus čeká až osoba z ulice nastoupí.,Autobus čeká až osoba z ulice nastoupí.
S176,There are white forms on a keyboard.,A-N,same,Na klávesnici jsou bílé formuláře.,Na klávesnici jsou bílé formuláře.
S177,A man is putting a turkey into the oven.,U-N,same,Muž vkládá krocana do trouby.,Muž vkládá krocana do trouby.
S175,Two men are racing horses down a racing track.,U-I,same,Dva muži závodí na koních na jezdecké dráze.,Dva muži závodí na koních na jezdecké dráze.
S174,A man is reaching down for something in a box.,A-I,same,"Muž se ohýbá, aby zvedl něco z krabice.","Muž se ohýbá, aby zvedl něco z krabice."
S180,A man and a woman are shaking hands amidst a crowd by a cake.,A-I,same,Muž a žena si potřásají rukou uprostřed davu poblíž dortu.,Muž a žena si potřásají rukou uprostřed davu poblíž dortu.
S075,A young man stands pointing in the picture.,A-N,same,"Na obrázku je mladý muž, který někam ukazuje.","Na obrázku je mladý muž, který někam ukazuje."
S081,Danny looked at Andrei putting down a green chair.,A-N,same,"Dany se podíval na Andreje, který pokládal na zem zelenou židli.","Dany se podíval na Andreje, který pokládal na zem zelenou židli."
S067,The stand is stable.,A-I,same,Stojan je stabilní.,Stojan je stabilní.
S076,A snow skier is putting on skis in the snow near a building.,U-N,same,Lyžař si ve sněhu poblíž budovy obouvá lyže.,Lyžař si ve sněhu poblíž budovy obouvá lyže.
S064,The girl is stretching to reach the tennis ball with her racket.,U-N,same,Dívka se natahuje aby raketou raketou dosáhla na tenisový míček.,Dívka se natahuje aby raketou dosáhla na tenisový míček.
S072,A man is putting a coffee cup in a microwave.,U-C,changed,Muž vkládá do mikrovlnky šálek s kávou.,Muž vkládá do mikrovlnky hrnek s kávou.
S179,A small child wrapped in a towel lies on a bed.,U-C,changed,Na posteli leží malé dítě zamotané do ručníku.,Na posteli sedí make dítě zabalené do ručníku.
S066,A dog gets its teeth brushed by a man.,U-C,same,Muž čistí psovi zuby.,Muž čistí psovi zuby.
S074,People are putting candles on a cake that is sitting on a plate.,U-I,same,"Lidé dávají svíčky na dort, který leží na talíři.","Lidé dávají svíčky na dort, který leží na talíři."
S063,A very crowded street sign is pointing to attractions in multiple directions.,A-N,same,"Značka na rušné ulici ukazuje na atrakce, které se nacházejí v různých směrech.","Značka na rušné ulici ukazuje na atrakce, které se nacházejí v několika směrech."
S078,A man is driving a boat along the river.,U-C,same,Muž jede na lodi po řece.,Muž jede na lodi po řece.
S065,There is a knife set in a wooden block.,A-C,same,V dřevěném držáku je sada nožů.,V dřevěném držáku je sada nožů.
S031,A person in a blue ski suit is racing two girls on skis.,A-X,changed,Osoba v modré lyžařské kombinéze závodí se dvěma dívkami na lyžích.,Osoba v modré lyžařské kombinéze závodí s dvěma dívkami na běžkách.
S079,A man falls while trying to catch a wave surfing.,A-I,same,Muž upadl když se snažil při surfování chytit vlnu.,Muž upadl když se při surfování snažil zachytit vlnu.
S069,Two boys are speaking in a classroom with desks and chairs.,A-N,same,Ve třídě se stoly a židlemi se spolu baví dva chlapci.,Ve třídě se stoly a židlemi se baví dva chlapci.
S032,A person in her blue ski suit is racing two girls on skis.,U-X,same,"Osoba, která má na sobě modrou lyžařskou kombinézu závodí se dvěma dívkami na běžkách.","Osoba, která má na sobě svou modrou lyžařskou kombinézu závodí se dvěma dívkami na běžkách."
S077,There are three different cellphone models.,A-C,changed,Existují tři různé modely mobilních telefonů.,Na stole jsou tři různé modely mobilních telefonů.
S071,There is a line of double decker buses with a clock tower in the background.,A-C,same,Na obrázku je řada dvoupatrových autobusů a v pozadí věž s hodinami.,Na obrázku je řada dvoupatrových autobusů a v pozadí je věž s hodinami.
S080,A man is blowing into a plastic ball.,U-I,same,Muž nafukuje plastový balónek.,Muž nafukuje plastový balónek.
