Sentence_ID,Original,Congruency,Choice,Translate,Update
S143,A television screen is displaying a cow in a wooded area.,A-N,not indicated,Obrazovka televize ukazuje krávu v zalesněném prostředí.,Obrazovka televize ukazuje krávu v prostředí lesa.
S150,A person lights a candle that is on a piece of cake.,U-N,same,"Osoba rozsvicuje svíčku, která je na kusu dortu.","Osoba rozsvicuje svíčku, která je na kusu dortu."
S153,Two people are walking along the water with umbrellas.,A-I,same,Dva lidé jdou podél vody s deštníky.,Dva lidé jdou podél vody s deštníky.
S155,There are foreign characters on the vehicle s side.,A-N,same,Na straně vozidla jsou cizí znaky.,Na straně vozidla jsou cizí znaky.
S032,A person in her blue ski suit is racing two girls on skis.,U-X,same,Osoba v modrém lyžařském obleku závodí s dvěmi dívkami na lyžích.,Osoba v modrém lyžařském obleku závodí se dvěmi dívkami na lyžích.
S149,A woman with a dog is talking to two people sitting on a bench.,A-N,changed,Žena se psem mluví ke dvěma lidem sedícím na lavičce.,Žena mluví dvěma lidmi sedícími na lavičce se svým psem.
S137,A yellow and blue train is pulling into a train station.,A-N,changed,Žlutý a modrý vlak přijíždí do stanice.,Žlutý a modrý vlak přijíždí do vlakové stanice.
S146,Several people are pushing a truck from the dirt onto the road.,U-C,same,Mnozí lidé tlačí vozidlo že špíny zpět na silnici.,Někteří lidé tlačí vozidlo že špíny na si.
S161,There are two leather sofas sitting on each side of an entertainment center.,A-N,same,Na každé straně zábavního centra jsou dvě kožené sedačky.,Na každé straně zábavního centra jsou dvě kožené sedačky.
S140,A young boy is putting ingredients into a blender.,U-C,same,Mladý chlapec dává ingredience do mixéru.,Mladý chlapec dává ingredience do mixéru.
S151,Several people are sitting around a table in a small room with a laptop books and papers.,A-C,same,"Mnozí lidé sedí kolem stolu v malém pokoji s počítačem, knihami a papíry.","Mnozí lidé sedí kolem stolu v malém pokoji s počítačem, knihami a papíry."
S160,A baby elephant is reaching for grey bag at a zoo.,U-I,same,Slůně se snaží dosáhnout na šedý sáček v Zoo.,Slůně se snaží dosáhnout na šedý sáček v Zoo.
S156,A crowd of people stands and watches as guy on a horseback leads a bunch of horses behind him.,U-N,same,"Hlouček lidí stojí a pozoruje muže na zádech koně, který provází několik koní kteří jsou za ním.","Hlouček lidí stojí a pozoruje muže který je na zádech koně a který provází několik koní, kteří jsou za ním."
S133,There is a red white and blue shelter on a populated beach.,A-C,same,"Na lidnaté pláži je červený, bílý a modrý přístřešek.","Na lidnaté pláži je červený, bílý a modrý přístřešek."
S154,A red metal frame forms the half pipe.,U-I,changed,Červený železný rám formuje polovinu trubky.,Červený železný rám obklopuje polovinu trubky.
S148,Two men are snow skiing and one has fallen down.,U-I,same,Dva muži lyžují a jeden z nich spadl.,Dva muži lyžují a jeden z nich spadl.
S145,A man reaches with a racket to return a tennis ball.,A-C,same,"Muž se napřahuje s raketou, aby odvrátil let tenisového míče.","Muž se natahuje s raketou, aby navrátil letící tenisový míč."
S135,There are streamers and ribbon suspended by lights hanging from a ceiling.,A-I,same,Provázky a ozdobné konfety visí zajištěné za světla.,Provázky a ozdobné konfety visí zajištěné za světla.
S144,This is a fryer that moves donuts down the fryer.,U-N,same,"Toto je přístroj, který přesouvá donuty dolů do přístroje.",<no translation recorded>
S147,There is a beer resting on the seat of a motorcycle.,A-I,same,Na sedadle motocyklu je ležící pivo.,Na sedadle motocyklu je ležící pivo.
S157,A man is climbing an elephant with a saddle attached.,A-C,same,"Muž šplhá na slona, který má na sobě připevněné sedátko.","Muž šplhá na slona, který má na sobě připevněné sedátko."
S141,Many large pots have been set beside large spoons.,A-I,same,Mnoho velkých kousků bylo zanecháno za velkými lžícemi.,Mnoho velkých kousků bylo zanecháno za velkými.
S031,A person in a blue ski suit is racing two girls on skis.,A-X,same,Osoba v modrém lyžařském obleku závodí se dvěmi dívkami na lyžích.,Osoba v modrém lyžařském obleku soutěži se dvěmi dívkami na lyžích.
S138,There is a woman in a seat with hair blowing in the wind.,U-N,same,Na sedadle je žena s vlasy vlajícími ve větru.,Na sedadle je žena s vlasy vlajícími v.
S139,A modern building has a long table holding many fruits and vegetables.,A-C,same,"Moderní budova má stůl, na kterém je mnoho ovoce a zeleniny.","Moderní budova má dlouhý stůl, na kterém je mnoho ovoce a zeleniny."
S152,There are balconies on the second storey of the buildings.,U-C,same,Ve druhém patře budov jsou balkóny.,Ve druhém patře budov jsou balkóny.
S158,There are cars moving at a very fast speed.,U-C,same,Auta se pohybují velmi rychlou rychlostí.,Auta se pohybují velmi rychlou rychlostí.
S142,A table is set up with wine glasses and a cake.,U-I,same,Stůl je prostřen se vinnými sklenicemi a s dortem.,Stůl je prostřen s vinnými sklenicemi a s dortem.
S136,A group of men is using poles to push themselves on skateboards.,U-I,same,"Skupinka mužů používá pádla, aby se odstrkovali na skateboardech.","Skupinka mužů používá pádla, aby se odstrčili na ska."
S162,People in hats are riding on a large elephant.,U-N,same,Lidé s klobouky jedou na velkém slonovi.,Lidé s klobouky jedou na velkém slonovi.
S134,The two people are riding on a black bike.,U-C,same,Dva lidé jedou na černém kole.,Dva lidé jedou na černém kole.
S159,A red train is passing over the water on a bridge.,A-I,changed,Červený vlak jede přes vodu na mostě.,Červený vlak jede přes vodu na mostě.
