Sentence_ID,Original,Congruency,Choice,Translate,Update
S092,The little girl is reaching for a piece of cake.,U-C,same,Malá dívka se natahuje po kousku dortu.,Malá dívka se natahuje po kousku dortu.
S157,A man is climbing an elephant with a saddle attached.,A-N,same,"Muž leze na slona, který má sedlo.","Muž leze na slona, který má sedlo."
S083,A man is swinging at a baseball with an umpire behind him.,A-N,same,Muž se rozmachuje na míček a za ním je Empire.,Muž se rozmachuje na míček a za ním je Empire.
S155,There are foreign characters on the vehicle s side.,A-I,same,Po stranách vozidla jsou neznámé znaky.,Po stranách vozidla jsou neznámé znaky.
S156,A crowd of people stands and watches as guy on a horseback leads a bunch of horses behind him.,U-I,same,"Dav lidí stojí a pozoruje muže na koni, který za sebou vede koně.","Dav lidí stojí a pozoruje muže na koni, který za sebou vede koně."
S089,A skier is passing two people on a snowmobile.,A-N,same,Lyžař míjí dva lidi na sněžném skútru.,Lyžař míjí dva lidi na sněžném skútru.
S032,A person in her blue ski suit is racing two girls on skis.,U-X,changed,Osoba v modrém lyžařském obleku honí dvě dívky na lyžích.,Osoba v modrém lyžařském obleku závodí s dvěmi dívkami na lyžích.
S095,Danny left Andrei he held a telescope.,A-N,same,"Danny opustil Andreje, drží dalekohled.","Danny opustil Andreje, drží dalekohled."
S085,Andrei looked at Danny picking up a green bag.,A-C,same,"Andrej pozoruje Dannyho, jak zvedá zelenou tašku.","Andrej pozoruje Dannyho, jak zvedá zelenou tašku."
S098,A shop displays different color parasols on a wall.,U-C,same,Obchod vystavuje různé druhy deštníků na zdi.,Obchod vystavuje různé barvy deštníků na zdi.
S158,There are cars moving at a very fast speed.,U-N,same,Auta jedou velmi rychle.,Auta jedou velmi rychle.
S031,A person in a blue ski suit is racing two girls on skis.,A-X,same,Osoba v modrém lyžařském obleku závodí s dvěma dívkami na lyžích.,Osoba v modrém lyžařském obleku závodí s dvěma dívkami na lyžích.
S154,A red metal frame forms the half pipe.,U-C,same,Červený kovový rám ve tvaru poloviční trubky.,Červený kovový rám ve tvaru poloviční trubky.
S101,Two cars are driving down a street next to a green bus.,A-N,same,Dvě auta sjíždějí dolů ulicí vedle zeleného autobusu.,Dvě auta sjíždějí dolů ulicí vedle zeleného autobusu.
S088,This is a red tie with Peanuts characters.,U-I,same,Je to červená kravata s obrázky oříšků.,Je to červená kravata s obrázky oříšků.
S100,A woman points a hair drier like it is a gun.,U-I,same,"Žena míří fénem, jako by to byla zbraň.","Žena míří fenem, jako by to byla zbraň."
S102,A small boy is leaning over a fence to see several lambs.,U-N,same,"Malý chlapec se naklání přes plot, aby viděl na jehňátka.","Malý chlapec se naklání přes plot, aby viděl na jehňátka."
S094,A street light has broken in half on someone s lawn.,U-I,same,Lucerna se zlomila v půli na něčí trávník.,Lucerna se zlomila v půli na něčí trávník.
S093,A tennis player runs in order to hit the ball.,A-I,same,"Hráč tenisu běží, aby trefil míč.","Hráč tenisu běží, aby trefil míč."
S159,A red train is passing over the water on a bridge.,A-C,same,Červený vlak přejíždí přes vodu přes most.,Červený vlak přejíždí přes vodu přes most.
S160,A baby elephant is reaching for grey bag at a zoo.,U-C,changed,Malý slon se natahuje v zoo pro šeý batoh.,Malý slon se v zoo natahuje po šedém pytli.
S086,A man is turning his back on his own reflection in a mirror.,U-C,same,Muž se otočil zády k vlastnímu odrazu v zrcadle.,Muž se otočil zády k vlastnímu odrazu v zrcadle.
S097,A person is pouring cake batter into a pan with a utensil.,A-C,changed,Osoba lije těsto na pánev nějakou pomůckou.,Osoba dává těsto do formy vařečkou.
S161,There are two leather sofas sitting on each side of an entertainment center.,A-I,same,V zábavním centru stojí vedle sebe dvě kožené pohovky.,V zábavním centru stojí vedle sebe dvě kožené pohovky.
S084,Many motorcycles are lined up to be displayed.,U-N,same,Je tu v řadě vystaveno mnoho motorek.,Je tu vystaveno v řadě mnoho motorek.
S162,People in hats are riding on a large elephant.,U-I,same,Lidé v klovoucích jedou na velkém slonovi.,Lidé v kloboucích jedou na velkém slonovi.
S087,There is a food truck serving calamari sandwiched between other food trucks.,A-I,same,Automobil s jídlem rozvážející chobotnice je zapasován mezi ostatními jídelními vozy.,Potravinový vůz vezoucí chobotnice je zapasován mezi ostatní jídelní vozy.
S153,Two people are walking along the water with umbrellas.,A-C,same,Dva lidé s deštníky jdou podél vody.,Dva lidé s deštníky jdou podél vody.
S099,There is a plate of food that includes a salad and a pastry with fruit and cream.,A-I,same,Na talíři s jídlem je salát a pečivo s ovocem a krémem.,Na talíři s jídlem je salát a pečivo s ovocem a krémem.
S090,This is a black bike seat with silver springs.,U-N,same,Tohle je černé sedadlo na kolo se stříbrnými pružinami.,Tohle je černé sedadlo na kolo se stříbrnými pružinami.
S096,A girl and a woman are sharing an appetizer on the outdoor patio of a beachside restaurant.,U-N,same,Dívka a žena se dělí o moučník v venkovní zahrádce u plážové restaurace.,Dívka a žena se dělí o moučník na venkovní zahrádce plážové restaurace.
S091,A smiling man sits on a scooter with a little girl.,A-C,same,Smějící se muž sedí na skútru s malou dívkou.,Smějící se muž sedí na skútru s malou dívkou.
